Mineral_Summary
Tugtupit
Anapait
Chernovit-(Y)
Mariposit
Hollandit
Palermoit
Simpsonit
Gyrolith
Kalium-Bitartrat
Weeksit
Inesit
Melanophlogit
Wardit
Chalkoalumit
Leightonit
Chloroxiphit
Mendipit
Westerveldit
Maucherit
Galkhait
Inyoit
Gerstleyit
Klinoptilolit
Miserit
Agrellit
Vlasovit
Wyllieit
Friedelit
Crandallit
Gordonit
Hancockit
Hodgkinsonit
Labuntsovit
Wherryit
Bustamit
Sainfeldit
Gaudefroyit
Hydrocalumit
Jouravskit
Guerinit
Tellurantimon
Bityit
Uranglimmer
Mineralgruppe
Curit
Magnetoplumbit
Adelit
Hedyphan
Berzeliit
Periklas
Plumboferrit
Kentrolit
Tilasit
Gagarinit-(Y)
Eakerit
Collinsit
Synchisit-(Y)
Wenkit
Manganpyrosmalit
Stannoidit
Osumilith
Bementit
Todorokit
Sonolith
Yugawaralith
Feitknechtit
Jimboit
Yoshimurait
Boltwoodit
Conichalcit
Cornwallit
Strashimirit
Cronstedtit
Hetaerolith
Joaquinit-(Ce)
Mackayit
Switzerit
Bytownit
Dannemorit
Pinakiolit
Pyroaurit
Ktenasit
Britholit-(Y)
Hellandit
Lithargit
Keilhauit
Slavikit
Minyulit
Heyrovskyit
Mordenit
Hydroxyapophyllit
Wermlandit
Segelerit
Goedkenit
Jahnsit
Whitmoreit
Wallisit
Crossit
Canfieldit
Moraesit
Arsentsumebit
Hedleyit
Joseit
Franckeit
Kinoit
Marthozit
Derriksit
Digenit
Heazlewoodit
Paramelaconit
Denningit
Zemannit
Algodonit
Kellyit
Kutnahorit
Jamborit
Molybdosodalith
Dawsonit
Metavivianit
Fibroferrit
Kalsilit
Scawtit
Vaesit
Ferro-Chromit
Dachiardit
Wakabayashilit
Chapmanit
Talmessit
Botallackit
Pierrotit
Laffittit
Duranusit
Paratacamit
Chenevixit
Hidalgoit
Uranophan-beta
Süsswasserperlen
Dypingit
Djurleit
Bianchit
Metavoltin
Getchellit
Latiumit
Liottit
Famatinit
Katoit
Saponit
Sampleit
Amarantit
Ottrelith
Agardit
Phosphuranylit
Calcurmolit
Umohoit
Chabourneit
Routhierit
Woodwardit
Terlinguait
Parnauit
Barium-Pharmakosiderit
Na-Uranospinit
Lindgrenit
Xanthoxenit
Robertsit
Mitridatit Robertsit
Hectorit
Schoonerit
Zink-Collinsit
Parahopeit
Saleeit
Jeremejewit
Lueshit
Orientit
Manganberzeliit
Sarkinit
Smythit
Fersmit
Vuagnatit
Franzinit
Onoratoit
Tuscanit
Millisit
Orthochamosit
Kobalt-Smithsonit
Cyrilovit
Leukophosphit
Ianthinit
Keckit
Roggianit
Canavesit
Cabrerit
Sellait
Tsavolith
Stringhamit
Xonotlit
Macfallit
Kraisslith
Takovit
Attakolit
Tengerit-(Y)
Merlinoit
Vanuralit
Häggit
Rauvit
Metalodevit
Wölsendorfit
Masuyit
Vandendriesscheit
Meta-Uranocircit
Ginorit
Morinit
Fluorapatit
Tacharanit
Posnjakit
Mascagnin
Dussertit
Magadiit
Arrojadit
Emplektit
Fe-Smithsonit
Ephesit
Korynit
Hilairit
Serandit
Weloganit
Graftonit
Charoit
Tinaksit
Fedorit
Canasit
Steacyit
Langbanit
Urbanit
Plombierit
Monticellit
Tellurobismuthit
Foshagit
Picotit
Tarnowitzit
Titanferro-Augit
Tazheranit
Ti-Ludwigit
Azoproit
Keldyshit
Natrojarosit
Bixbit
Ernstit
Argentojarosit
Flückit
Monohydrocalcit
Karbonat-Cyanotrichit
Crednerit
Karpatit
Kesterit
Tobermorit
Paralaurionit
Arseniosiderit
Cupro-Arseniosiderit
Senait
Perit
Dugganit
Goudeyit
Hodrushit
Ceriopyrochlor-(Ce)
Vigezzit
Senegalit
Gaspeit
Mcgovernit
Cowlesit
Vauxit
Metavauxit
Brandtit
Offretit
Sengierit
Hilgardit
Strontiohilgardit
Agrinierit
Kulanit
Nakauriit
Calumetit
Poughit
Nadorit
Sinhalit
Davyn
Mikrosommit
Kemmlitzit
Cubanit
Rozenit
Horobetsuit
Arsenoxid
Hammarit
Lautit
Sulvanit
Fülöppit
Gratonit
Guanajuatit
Robinsonit
Sugilith
Klebelsbergit
Siderazot
Nepouit
Hercynit
Chrom-Zoisit
Kobalt-Dolomit
Niob-Anatas
Klinohedrit
Paravauxit
Sigloit
Kidwellit
Cupro-Adamin
Preiswerkit
Peretait
Chantalit
Partheit
Defernit
Dresserit
Pseudoboleit
Caracolit
Penfieldit
Curetonit
Magnocolumbit
Amicit
Wilhelmvierlingit
Nealit
Matulait
Tyrrellit
Jimthompsonit
Tritomit-(Y)
Latrappit
Whiteit
Tochilinit
Sabinait
Ganophyllit
Kopalharz
Studtit
Roedderit
Kolbeckit
Heliophyllit
Yoderit
Stützit
Eztlit
Kuranakhit
Cuzticit
Sorbyit
Stetefeldtit
Lawsonbauerit
Santaclarait
Pecorait
Nullaginit
Otwayit
Georgeit
Tunisit
Veszelyit
Baricit
Benjaminit
Fizelyit
Friedrichit
Berryit
Ourayit
Gustavit
Mn-Silikat
McGuinnessit
Sarabauit
Syngenit
Kobalt-Adamin
Whitlockit
Foggit
Pararealgar
Grischunit
Uranmikrolith
Paraspurrit
Manjiroit
Carrboydit
Ruizit
Corderoit
Ordonezit
Violarit
Aurorit
Schuetteit
Byströmit
Bonattit
Tlapallit
Inderborit
Strontiojoaquinit
Zapatalit
Kimzeyit
Arkanit
Taylorit
Emmonsit
Faustit
Liebigit
Gilalit
Apachit
Desautelsit
Winstanleyit
Iimoriit-(Y)
Krupkait
Tvalchrelidzeit
Lillianit
Wonesit
Kingsmountit
Tetrawickmanit
Nowackiit
Twinnit
Saneroit
Simonit
Rebulit
Ussingit
Cuprostibit
Beryllit
Naujakasit
Epistolit
Sorensenit
Thermonatrit
Chkalovit
Reevesit
Turanit
Kingit
Merwinit
Alumohydrocalcit
Burbankit
Coloradoit
Kankit
Basaluminit
Melanocerit-(Ce)
Nekoit
Luetheit
Rosickyit
Hendricksit
Huemulit
Creaseyit
Kolwezit
Lannonit
Duhamelit
Riversideit
Russelit
Rodalquilarit
Mackinawit
Malayait
Parascholzit
Edingtonit
Hummerit
Kalinit
Griphit
Corvusit
Rhomboklas
Priceit
Melanovanadit
Kenyait
Jalpait
Zektzerit
Goldfieldit
Hellyerit
Spurrit
Mooreit
Portlandit
Pintadoit
Hypercinnabarit
Lamprophyllit
Sillenit
Sideronatrit
Partzit
Sarcopsid
Margaritasit
Svabit
Bokit
Fluellit
Celsian
Ancylit-(Ce)
Kaersutit
Magnesio-Katophorit
Rickardit
Polydymit
Polylithionit
Paulingit
Maricit
Klinobisvanit
Corkit
Hardystonit
Wollastonit-2M
Norsethit
Eglestonit
Plumbojarosit
Junitoit
Ilsemannit
Mckinstryit
Nordstrandit
Coulsonit
Coeruleolactit
Montroseit
Zn-Tellurit
Ardealit
Coeruleit
Cupropavonit
Wodginit
Tapiolit
Satterlyit
Sonorait
Weberit
Schmitterit
Pabstit
Tundrit-(Ce)
Eudidymit
Lomonosovit
Emeleusit
Magnesioaubertit
Calcioferrit
Brenkit
Baddeleyit
Sjögrenit
Idrialin
Pavonit
Cr-Alumohydrocalcit
Gearksutit
Murmanit
Apuanit
Beidellit
Cuprorivait
Ramdohrit
Izoklakeit
Eifelit
Mullit
Montgomeryit
Manganbabingtonit
Bermanit
Leukophönicit
Pyrobelonit
Loparit-(Ce)
Rhenium
Idait
Osarizawait
Giessenit
Kobaltit Gersdorffit
Roscoelith
Heyit
Fermorit
Mangan-Neptunit
Indium
Johannit
Garronit
Hillebrandit
Minasragrit
Julgoldit-(Fe 2+)
Gobbinsit
Willhendersonit
Strätlingit
Reinhardbraunsit
Hörnesit
Aluminocopiapit
Tamarugit
Janhaugit
Creedit
Welshit
Bergslagit
Swedenborgit
Bromellit
W-Tetrawickmanit
Lotharmeyerit
Hannebachit
Galenobismutit
Bassanit
Phaunouxit
Schulenbergit
Richelsdorfit
Simonkolleit
Tokkoit
Yofortierit
Penikisit Kulanit
Tripuhyit
organisches Mineral
Götzenit
Mgriit
Freboldit
Sabatierit
Schneiderhöhnit
Brunogeierit
Aramayoit
Köttigit
Metaköttigit
Lanthanit-(Nd)
Zirkelit
Ruthenium
Osmium
Iridium
Hydrogrossular
Cervandonit-(Ce)
Vauquelinit
Tausonit
YAG Yttrium-Aluminium-Granat
Zirkonia
GALIANT Gadolinium Gallium Granat
Ericssonit
Orthoericssonit
Allactit
Fredrikssonit
Barylith
Barysilit
Pyrophanit
Knopit
Beryllonit
Hurlbutit
Ramsdellit
Sturmanit
Carlosturanit
Stibivanit
Rooseveltit
Kawazulith
Billingsleyit
Arsenohauchecornit
Burangait
Koutekit
Paxit
Novakit
Isokit
Leiteit
Lapieit
Mannardit
Heinrichit
Pseudolaueit
Starkeyit
Boyleit
Althausit
Corrensit
Warwickit
Woodruffit
Hydroxylherderit
Melonjosephit
Yttrialith-(Y)
Varulith
Orthopinakiolit
Pascoit
Sahlinit
Koenenit
Liebenbergit
Jungit
Guilleminit
Eskimoit
Cornubit
Beyerit
Giniit
Johnsomervilleit
Balangeroit
Ogdensburgit
Kobeit-(Y)
Tsumoit
Slawsonit
Holtedahlit
Krutovit
Winchit
Wairakit
Aminoffit
Goosecreekit
Hieratit
Pyroxferroit
Parabutlerit
Georgechaoit
Calderit
Pentahydroborit
Mroseit
Swinefordit
Sidwillit
Navajoit
Mantienneit
Butlerit
Berborit
Koechlinit
Tienshanit
Nelenit
Rapidcreekit
Ferrohagendorfit
Nordenskiöldin
Niobophyllit
Armenit
Lacroixit
Laihunit
Powellit Scheelit
Paraniit-(Y)
Monazit-(Nd)
Gormanit Souzalit
Beryllium
Kosmochlor
Rathit-24
Brassit
Perloffit
Carlfriesit
Ramsbeckit
Tuperssuatsiait
Vinciennit
Coquandit
Eclarit
Minamiit
Thuringit
Tantalaeschynit
Agardit-(Nd)
Ellenbergerit
Gysinit-(Nd)
Schuilingit-(Nd)
Zincocopiapit
Ferrostrunzit
Chiavennit
Daubréelith
Trevorit
Nimit
Skinnerit
Empressit
Neyit
Schirmerit
Vikingit
Chesterit
Klinosafflorit
Okanoganit-(Y)
Ameghinit
Laitakarit
Montanit
Calzirtit
Eggletonit
Nigerit
Yarrowit
Aenigmatit
Osumilith-(Mg)
Brannockit
Hennomartinit
Kornit
Senait Crichtonit
Perroudit
Rectorit
Vantasselit
Bultfonteinit
Cetineit
Arsensulfid-Glas
Ferrotschermakit
Gerhardtit
Mckelveyit-(Y)
Clarait
Mandarinoit
Wightmanit
Dickit 2M1
Radiobaryt
Geigerit
Motukoreait
Tetranatrolith
Uralolith
Roscherit
Fairfieldit Messelit
Ixiolith
Wolframo-Ixiolith
Franciscanit
Gageit
Claringbullit
Carletonit
Hochelagait
Kettnerit
Ranunculit
Bleiamalgam
Blatterit
Planerit
Kassit
Edenharterit
Stalderit
Miersit
Nantokit
Ferrarisit
Mn-Klinochlor
Weilerit
Mopungit
Haiweeit
Rivadavit
Teruggit
Magnesiochloritoid
Kleinit
Akatoreit
Arsenolamprit
Pekoit
Chlorothionit
Stottit
Sasait
Fe-Sanidin
Falkenauge
Klinochrysotil
Bradleyit
Gatumbait
Heterogenit-2H
Polytyp 2H
Heterogenit-3R
Polytyp 3R
Fourmarierit
Phuralumit
Kipushit
Reichenbachit
Jamesonit Benavidesit
Paramontroseit
Dreyerit
Srebrodolskit
Jennit
Penikisit
Leifit
Ludjibait
Gasparit-(Ce)
Perlialith
Bottinoit
Johnbaumit
Lennilenapeit
Gartrellit
Coconinoit
Znucalit
Hulsit
Efremovit
Maxwellit
Holtit
Lemoynit
Chessexit
Nickelalumit
Kupfer-Elbait
Mo-Cu-Sulfid
Florencit-(Ce)
Kobaltomenit
Vaterit
Parapierrotit
Haynesit
Metarossit
Wadeit
Batisit
Kovdorskit
Reedmergnerit
Gillulyit
Yuksporit
Preobrazhenskit
Agardit-(La)
Denisovit
Krutait
Kamiokit
Henritermierit
Minehillit
Norrishit
Bernardit
Anorthoklas
Uranocker
Bröggerit
Carbonado
Vanadium-Illit
Marshit
Stibiotantalit
Hiortdahlit
Löweit
Tachyhydrit
Bahianit
Ferro-Eckermannit
Greigit
Humberstonit
Cupro-Descloizit
Strüverit
Högbomit
Antlerit
Hämatolith
Arsenuranospathit
Weddellit
Mooihoekit
Ungemachit
Uranotungstit
Coronadit
Huttonit
Imiterit
Raguinit
Jasmundit
Larnit
Mayenit
Lavenit
Nsutit
Taaffeit
Uytenbogaardtit
Vrbait
Guyanait
Grimaldiit
Bracewellit
Uranglas
Humboldtin
Orthopyroxen
Kratochwilit
Fetiasit
Djerfisherit
Tucekit
Petarasit
Högtuvait
Aschamalmit
Mawsonit
Axinit-(Fe)
Insizwait
Sobolevskit
Talnakhit
Taimyrit
Paolovit
Hydrohetaerolith
Parkerit
Michenerit
Sudburyit
Froodit
Argentopentlandit
Niggliit
Cabriit
Stannopalladinit
Melonit
Tuzlait
Tobelith
Gadolinit-(Y)
Buddingtonit
Cuprotungstit
Dzhezkazganit
Umbozerit
Tolbachit
Aktashit
Alacranit
Uzonit
Rheniit
Nenadkevichit
Rhabdophan-(Ce)
Hackmanit
Stistait
Paraumbit
Umbit
Monazit-(La)
Glushinskit
Nchwaningit
Guettardit
Szenicsit
Lindqvistit
Weibullit
Mn-Ferro-Ferri-Win
Wilkinsonit
Segnitit
Junoit
Hentschelit
Tsumebit
Metaswitzerit
Priderit
Aeschynit-(Ce)
Cerianit-(Ce)
Bohdanowiczit
Isoferroplatin
Teallit
Ammoniojarosit
Quenselit
Karyopilit
Mozartit
Claudetit
Kupletskit
Hejtmanit
Tsaregorodtsevit
Chelekenit
Laurionit
Kalium-Richterit
Natroxalat
Weinebeneit
Betpakdalit
Kallilith
Hauchecornit
