catalog_number,is_part_of,material_category,cataloged_name,authoritative_name,country_name,first_order_division
41812,,,Markasit,Markasit,Schweiz,Schaffhausen
,41812,Mineral,,Markasit,,
,41812,Rock,,Kalkstein,,
39624,,,Calcit,Calcit,Schweiz,
,39624,Rock,,Konglomerat,,
,39624,Mineral,,Quarz,,
,39624,Mineral,,Calcit,,
40821,,,Galenit,Galenit,Spanien,Andalucía (Andalucia)
,40821,Ore,,Pb-Sulfid-Erz - MVT,,
,40821,Mineral,,Galenit,,
40388,,,Galenit,Galenit,Vereinigte Staaten von Amerika (USA),Missouri
,40388,Mineral,,Dolomit,,
,40388,Mineral,,Pyrit,,
,40388,Ore,,Pb-Sulfid-Erz - MVT,,
,40388,Mineral,,Galenit,,
35722,,Rock,Anhydrit,,Schweiz,Bern
,35722,Mineral,,Anhydrit,,
,35722,Mineral,,Dolomit,,
,35722,Rock,,Anhydrit,,
41180,,Ore,Fe-Oolith - Allgemein,Fe-Oolith - Allgemein,Frankreich,
,41180,Mineral,,Limonit,,
,41180,Mineral,,undef. Eisenhydroxid,,
,41180,Ore,,Fe-Oolith - Allgemein,,
42455,,,Stibnit,Stibnit,Tschechien,Středočeský (Stredocesky )
,42455,Mineral,,Antimon,,
,42455,Mineral,,Stibnit,,
,42455,Ore,,Sb-Sulfid-Erz - Gang-Typ,,
36197,,Rock,Gneis s.l.,,Schweiz,Uri
,36197,Mineral,,Orthoklas,,
,36197,Rock,,Gneis s.l.,,
,36197,Mineral,,Adular,,
43056,,,Chalkopyrit,Chalkopyrit,Schweiz,Wallis
,43056,Ore,,Cu-Sulfid-Erz - Gang-Typ,,
,43056,Mineral,,Chalkopyrit,,
,43056,Mineral,,Quarz,,
33820,,,Goethit,Goethit,Australien,New South Wales
,33820,Mineral,,Quarz,,
,33820,Mineral,,Goethit,,
,33820,Ore,,Fe-Erz limonitisch - Eiserner Hut,,
29721,,Rock,Eklogit,,"China, Volksrepublik",Anhui
,29721,Mineral,,Omphacit,,
,29721,Mineral,,Grossular,,
,29721,Rock,,Eklogit,,
32700,,Ore,Co-Cu-Sulfarseniderz - metamorph,,Schweiz,Wallis
,32700,Ore,,Co-Cu-Sulfarseniderz - metamorph,,
,32700,Mineral,,Erythrin,,
,32700,Mineral,,Annabergit,,
39108,,Ore,Reduktionshof,,Schweiz,Aargau
,39108,Mineral,,Rammelsbergit,,
,39108,Ore,,Reduktionshof,,
40571,,,Gips,Gips,Peru,Pasco / Pasqu
,40571,Rock,,Schieferton,,
,40571,Mineral,,Gips,,
,40571,Ore,,V-Erz Mina Ragra Typ,,
35322,,Ore,"Au-Erz, pyritisch - Gang-Typ",,Schweiz,Wallis
,35322,Mineral,,Pyrit,,
,35322,Mineral,,Chalkopyrit,,
,35322,Ore,,"Au-Erz, pyritisch - Gang-Typ",,
,35322,Mineral,,Tetraedrit,,
,35322,Mineral,,Gold,,
,35322,Mineral,,Quarz,,
42115,,,Pyrargyrit,Pyrargyrit,Mexiko,Durango
,42115,Mineral,,Pyrargyrit,,
,42115,Ore,,Ag-Sulfid-Erz - Gang-Typ,,
42917,,,Olivin,Olivin,Südafrika,Northern Cape / Noord-Kaap / Mntla-Koloni / Nyakatho-Kapa
,42917,Mineral,,Diopsid,,
,42917,Mineral,,Olivin allgemein Enstatit,,
,42917,Rock,,Harzburgit (plutonisch),,
,42917,Mineral,,Olivin,,
40310,,Ore,Fe-Oolith hämatitisch,,Tschechien,Středočeský (Stredocesky )
,40310,Ore,,Fe-Oolith hämatitisch,,
,40310,Mineral,,Hämatit,,
34406,,,Pyrit,Pyrit,Schweiz,Uri
,34406,Mineral,,Quarz,,
,34406,Mineral,,Pyrit,,
,34406,Rock,,Granit,,
42302,,Rock,Metagabbro,,Schweiz,Graubünden
,42302,Mineral,,Quarz,,
,42302,Mineral,,Chlorit,,
,42302,Mineral,,Pumpellyit,,
,42302,Rock,,Metagabbro,,
,42302,Mineral,,Albit,,
,42302,Mineral,,Aktinolith,,
,42302,Mineral,,Diopsid,,
,42302,Mineral,,Magnetit,,
7453,,,Talk,Talk,Schweiz,Wallis
,7453,Rock,,noch nicht angegeben,,
,7453,Mineral,,Talk,,
42294,,Rock,Metabasalt,,Schweiz,Graubünden
,42294,Mineral,,Pumpellyit,,
,42294,Mineral,,Chlorit,,
,42294,Rock,,Metabasalt,,
,42294,Mineral,,Albit,,
,42294,Mineral,,Titanit,,
,42294,Mineral,,Quarz,,
42477,,,Galenit,Galenit,Deutschland,Sachsen
,42477,Mineral,,Quarz,,
,42477,Mineral,,Galenit,,
,42477,Ore,,Pb-Zn-Sulfid-Erz - Gang-Typ,,
41590,,Ore,Sn-Seife,Sn-Seife,Malaysia,
,41590,Ore,,Sn-Seife,,
,41590,Mineral,,Kassiterit,,
39255,,Ore,Reduktionshof,,Grossbritannien / Vereinigtes Königreich,England
,39255,Mineral,,Uraninit,,
,39255,Mineral,,Domeykit,,
,39255,Mineral,,Silber,,
,39255,Ore,,Reduktionshof,,
,39255,Mineral,,Digenit,,
,39255,Mineral,,Safflorit,,
,39255,Mineral,,Roscoelith,,
,39255,Mineral,,Covellin,,
,39255,Mineral,,Montroseit,,
42205,,,Chalkopyrit,Chalkopyrit,Australien,Queensland
,42205,Mineral,,Chalkopyrit,,
,42205,Ore,,Cu-Sulfid-Erz - SEDEX,,
42343,,Rock,Metahyloklastit,,Schweiz,Graubünden
,42343,Mineral,,Calcit,,
,42343,Mineral,,Chlorit,,
,42343,Mineral,,Pumpellyit,,
,42343,Mineral,,Hämatit,,
,42343,Mineral,,Albit,,
,42343,Rock,,Metahyloklastit,,
31403,,,Schröckingerit,Schröckingerit,Schweiz,Bern
,31403,Mineral,,Schröckingerit,,
,31403,Rock,,Granit,,
39252,,Ore,Reduktionshof,,Grossbritannien / Vereinigtes Königreich,England
,39252,Mineral,,Roscoelith,,
,39252,Ore,,Reduktionshof,,
42265,,,Lepidolith,Lepidolith,Schweden,Stockholms län
,42265,Mineral,,Lepidolith,,
,42265,Rock,,Granitpegmatit,,
,42265,Ore,,Lithium-Pegmatit,,
32428,,Ore,Fluoritgang - Ba-F-Formation,,Schweiz,Wallis
,32428,Ore,,Fluoritgang - Ba-F-Formation,,
,32428,Mineral,,Fluorit,,
40884,,,Sphalerit,Sphalerit,Deutschland,Nordrhein-Westfalen
,40884,Ore,,Zn-Sulfid-Erz - Gang-Typ,,
,40884,Mineral,,Quarz,,
,40884,Mineral,,Pyrit,,
,40884,Mineral,,Sphalerit,,
,40884,Mineral,,Ankerit,,
31089,,Ore,Pb-Sulfid-Erz - MVT (Sandstein),,Deutschland,Nordrhein-Westfalen
,31089,Mineral,,Galenit,,
,31089,Ore,,Pb-Sulfid-Erz - MVT (Sandstein),,
48112,,Rock,Amphibolit,,Italien,Piemonte
,48112,Mineral,,Plagioklas,,
,48112,Rock,,Amphibolit,,
,48112,Mineral,,Hornblende,,
,48112,Mineral,,undefiniert,,
37027,,,Wollastonit,Wollastonit,Grossbritannien / Vereinigtes Königreich,Scotland
,37027,Mineral,,Wollastonit,,
,37027,Mineral,,Dolomit,,
,37027,Rock,,Dolomit-Marmor,,
42240,,,Magnetit,Magnetit,Schweden,Uppsala län
,42240,Ore,,Fe-Erz magnetitisch - Skarn-Typ,,
,42240,Mineral,,Magnetit,,
43259,,,Limonit,Limonit,Peru,Lima
,43259,Mineral,,Limonit,,
,43259,Mineral,,undef. Eisenhydroxid Malachit,,
,43259,Mineral,,Azurit,,
,43259,Ore,,Cu-Oxiderz (inkl. Karbonate etc.) - Oxidationszone,,
39487,,,Omphacit,Omphacit,Schweiz,
,39487,Mineral,,Omphacit,,
,39487,Rock,,Metagabbro - Eklogitfaziell,,
42092,,,Akanthit,Akanthit,Mexiko,Michoacán de Ocampo (Michoacan de Ocampo)
,42092,Mineral,,Quarz,,
,42092,Mineral,,Akanthit,,
,42092,Mineral,,Pyrit,,
,42092,Ore,,"Au-Erz, polymetallisch - Gang-Typ",,
39355,,,Quarz,Quarz,Aegypten,
,39355,Mineral,,Quarz,,
,39355,Mineral,,feinkristallin,,
,39355,Rock,,noch nicht angegeben,,
41059,,,Hämatit,Hämatit,Vereinigte Staaten von Amerika (USA),Missouri
,41059,Mineral,,Andradit,,
,41059,Mineral,,Magnetit,,
,41059,Ore,,Fe-Erz magnetitisch - Skarn-Typ,,
,41059,Mineral,,Quarz,,
,41059,Mineral,,Hämatit,,
41120,,,Muskovit,Muskovit,Vereinigte Staaten von Amerika (USA),Missouri
,41120,Rock,,Granitpegmatit,,
,41120,Mineral,,Muskovit,,
,41120,Mineral,,Quarz,,
,41120,Mineral,,Orthoklas,,
40500,,,Kupfer,Kupfer,Vereinigte Staaten von Amerika (USA),Michigan
,40500,Mineral,,Epidot,,
,40500,Ore,,Cu-Metall-Erz - Michigan-Typ,,
,40500,Mineral,,Quarz,,
,40500,Mineral,,Kupfer,,
42398,,Ore,Phosphorit marin,,Marokko,
,42398,Rock,,Sand - Karbonatisch,,
,42398,Ore,,Phosphorit marin,,
31417,,,Schröckingerit,Schröckingerit,Schweiz,Bern
,31417,Mineral,,Schröckingerit,,
,31417,Rock,,noch nicht angegeben,,
42519,,,Chalkopyrit,Chalkopyrit,Deutschland,Niedersachsen
,42519,Mineral,,Chalkopyrit,,
,42519,Ore,,Cu-Pb-Zn-Sulfiderz - SEDEX,,
,42519,Mineral,,Galenit,,
,42519,Mineral,,Pyrit,,
42532,,,Quarz,Quarz,Deutschland,Bayern
,42532,Ore,,Fluoritgang - Ba-F-Formation,,
,42532,Mineral,,Quarz,,
,42532,Mineral,,Fluorit,,
40752,,,Kupfer,Kupfer,Vereinigte Staaten von Amerika (USA),Michigan
,40752,Mineral,,Epidot,,
,40752,Mineral,,Kupfer,,
,40752,Ore,,Cu-Metall-Erz - Michigan-Typ,,
,40752,Mineral,,Quarz,,
39073,,Ore,Reduktionshof,,Schweiz,Aargau
,39073,Mineral,,Rammelsbergit,,
,39073,Ore,,Reduktionshof,,
,39073,Mineral,,Roscoelith,,
42266,,,Mikroklin,Mikroklin,Schweden,Stockholms län
,42266,Ore,,Lithium-Pegmatit,,
,42266,Mineral,,Amazonit,,
,42266,Mineral,,Mikroklin,,
,42266,Rock,,Granitpegmatit,,
40216,,,Quarz,Quarz,Island,Austurland
,40216,Mineral,,Quarz,,
,40216,Rock,,Lava - allgemein,,
,40216,Mineral,,Chalcedon/Chert,,
41843,,,Titanit,Titanit,Italien,Piemonte
,41843,Mineral,,undefiniert,,
,41843,Mineral,,Klinopyroxen,,
,41843,Mineral,,Titanit,,
,41843,Rock,,Hornblendit,,
,41843,Mineral,,Hornblende,,
40359,,,Pyrit,Pyrit,Vereinigte Staaten von Amerika (USA),Missouri
,40359,Ore,,Ni-Cu-Sulfid-Erz - MVT,,
,40359,Mineral,,Chalkopyrit,,
,40359,Mineral,,Pyrit,,
,40359,Mineral,,Siegenit,,
53808,,Rock,Impaktglas,,Russland (Russische Föderation),Chukotka / Chukotskiy / Čukotskij (Cukotskij )
,53808,Mineral,,Stishovit,,
,53808,Rock,,Impaktglas,,
32396,,Ore,Pb-Zn-Sulfid-Erz - Gang-Typ,,Schweiz,Wallis
,32396,Mineral,,Sphalerit,,
,32396,Mineral,,Galenit,,
,32396,Ore,,Pb-Zn-Sulfid-Erz - Gang-Typ,,
43084,,,ohne Namen,ohne Namen,_keinem Land zugeordnet,
,43084,Ore,,noch nicht angegeben,,
,43084,Mineral,,ohne Namen,,
,43084,Mineral,,(s. Objektbemerkung),,
31081,,,Covellin,Covellin,Peru,Lima
,31081,Mineral,,Enargit,,
,31081,Mineral,,Pyrit,,
,31081,Ore,,Cu-Sulfid-Erz - zementativ,,
,31081,Mineral,,Covellin,,
43138,,Ore,"Fe-Erz, pisolithisch","Fe-Erz, pisolithisch",Schweiz,Solothurn
,43138,Mineral,,undef. Eisenhydroxid,,
,43138,Mineral,,Limonit,,
,43138,Ore,,"Fe-Erz, pisolithisch",,
36457,,Rock,Gneis s.l.,,Schweiz,Uri
,36457,Rock,,Gneis s.l.,,
,36457,Mineral,,Biotit,,
40775,,,Kupfer,Kupfer,Vereinigte Staaten von Amerika (USA),Michigan
,40775,Rock,,Basalt s.l.,,
,40775,Mineral,,Kupfer,,
,40775,Ore,,Cu-Metall-Erz - Michigan-Typ,,
7043,,,Chalkopyrit,Chalkopyrit,Schweiz,Wallis
,7043,Mineral,,Fahlerz,,
,7043,Ore,,Cu-Sulfid-Erz - Gang-Typ,,
,7043,Mineral,,Malachit,,
,7043,Mineral,,Chalkopyrit,,
40017,,Rock,Sand (s.l.),,Saudi-Arabien,
,40017,Rock,,Sand (s.l.),,
,40017,Mineral,,Quarz,,
,40017,Mineral,,Orthoklas,,
32753,,,Aktinolith,Aktinolith,Schweiz,Tessin
,32753,Mineral,,Biotit,,
,32753,Rock,,Amphibolit,,
,32753,Mineral,,Aktinolith,,
31765,,,Granat,Granat,Schweiz,Tessin
,31765,Rock,,Aplit,,
,31765,Mineral,,Granat,,
34414,,,Chlorit,Chlorit,Schweiz,Uri
,34414,Mineral,,Chlorit,,
,34414,Rock,,Granit,,
33337,,,Andalusit,Andalusit,Schweiz,Tessin
,33337,Rock,,Granitpegmatit,,
,33337,Mineral,,Turmalin,,
,33337,Mineral,,2M Phlogopit,,
,33337,Mineral,,Andalusit,,
,33337,Mineral,,Sillimanit,,
,33337,Mineral,,allgemein Muskovit,,
43864,,Ore,noch nicht angegeben,noch nicht angegeben,Schweiz,Graubünden
,43864,Mineral,,Sphalerit,,
,43864,Ore,,noch nicht angegeben,,
,43864,Mineral,,Galenit,,
42570,,,Azurit,Azurit,Deutschland,Baden-Württemberg
,42570,Rock,,Sandstein,,
,42570,Mineral,,Malachit,,
,42570,Ore,,Cu-Erz Sekundärmineralien - Gang-Typ,,
,42570,Mineral,,Azurit,,
40831,,,Pyrit,Pyrit,Spanien,Andalucía (Andalucia)
,40831,Mineral,,Chalkopyrit,,
,40831,Mineral,,Galenit,,
,40831,Ore,,"Pyrit, massiv - SEDEX",,
,40831,Mineral,,Sphalerit,,
,40831,Mineral,,Pyrit,,
42319,,Rock,Calcit-Marmor,,Schweiz,Graubünden
,42319,Rock,,Calcit-Marmor,,
,42319,Mineral,,Calcit,,
42414,,,Sphalerit,Sphalerit,Bosnien-Herzegowina,Federacija Bosne i Hercegovine
,42414,Ore,,Zn-Sulfid-Erz - Gang-Typ,,
,42414,Mineral,,Sphalerit,,
,42414,Mineral,,Eisenkarbonat,,
39476,,Rock,Tonschiefer,,Kanada,Ontario
,39476,Mineral,,Chalkopyrit,,
,39476,Mineral,,Sphalerit,,
,39476,Mineral,,Pyrit,,
,39476,Rock,,Tonschiefer,,
40898,,,Galenit,Galenit,Deutschland,Nordrhein-Westfalen
,40898,Mineral,,Quarz,,
,40898,Mineral,,Chalkopyrit,,
,40898,Mineral,,Galenit,,
,40898,Mineral,,Sphalerit,,
,40898,Ore,,Pb-Zn-Sulfid-Erz - Gang-Typ,,
41469,,,Chalkopyrit,Chalkopyrit,Japan,Akita
,41469,Mineral,,Chalkopyrit,,
,41469,Ore,,Yellow ore (Oko) - Kuroko-Typ,,
,41469,Mineral,,Pyrit,,
42569,,,Limonit,Limonit,Deutschland,Baden-Württemberg
,42569,Mineral,,Limonit,,
,42569,Rock,,Sandstein,,
,42569,Ore,,Fe-Erz limonitisch - Raseneisenerz,,
,42569,Mineral,,undef. Eisenhydroxid,,
41512,,,Sphalerit,Sphalerit,"China, Volksrepublik",Guangdong
,41512,Mineral,,Arsenopyrit,,
,41512,Mineral,,Dolomit,,
,41512,Mineral,,Pyrit,,
,41512,Mineral,,Sphalerit,,
,41512,Mineral,,Quarz,,
,41512,Ore,,Zn-Sulfid-Erz - Gang-Typ,,
39206,,Ore,Reduktionshof,,Schweiz,Aargau
,39206,Ore,,Reduktionshof,,
,39206,Mineral,,Uraninit,,
,39206,Mineral,,Roscoelith,,
,39206,Mineral,,Rammelsbergit,,
37779,,Rock,Pyroxenit s.l. (Mantelgestein),,Deutschland,Baden-Württemberg
,37779,Mineral,,Titanit,,
,37779,Mineral,,Augit,,
,37779,Rock,,Pyroxenit s.l. (Mantelgestein),,
41938,,Rock,Eklogit,,Tschechien,Jihočeský (Jihocesky )
,41938,Rock,,Eklogit,,
,41938,Mineral,,undefiniert,,
,41938,Mineral,,Granat,,
,41938,Mineral,,Plagioklas,,
,41938,Mineral,,Amphibol,,
,41938,Mineral,,Klinopyroxen,,
40835,,,Pyrit,Pyrit,Spanien,Andalucía (Andalucia)
,40835,Mineral,,Schwazit Chalkopyrit,,
,40835,Mineral,,Pyrit,,
,40835,Mineral,,Sphalerit,,
,40835,Mineral,,Galenit,,
,40835,Ore,,"Pyrit, massiv - SEDEX",,
,40835,Mineral,,Tetraedrit,,
40888,,,Sphalerit,Sphalerit,Deutschland,Nordrhein-Westfalen
,40888,Ore,,Zn-Sulfid-Erz - Gang-Typ,,
,40888,Mineral,,Ankerit,,
,40888,Mineral,,Sphalerit,,
,40888,Mineral,,Quarz,,
43109,,,Mineral nicht bestimmt,Mineral nicht bestimmt,Türkei,Antalya
,43109,Rock,,noch nicht angegeben,,
,43109,Mineral,,(s. Objektbem.),,
,43109,Mineral,,Mineral nicht bestimmt,,
,43109,Ore,,noch nicht angegeben,,
40423,,,Chalkopyrit,Chalkopyrit,Vereinigte Staaten von Amerika (USA),Missouri
,40423,Mineral,,Chalkopyrit,,
,40423,Mineral,,Galenit,,
,40423,Ore,,Cu-Pb-Sulfid-Erz - MVT,,
40954,,,Dolomit,Dolomit,Oesterreich,Vorarlberg
,40954,Rock,,Dolomit-Rhythmit,,
,40954,Mineral,,Dolomit,,
40931,,,Galenit,Galenit,Deutschland,Baden-Württemberg
,40931,Mineral,,Galenit,,
,40931,Ore,,Pb-Zn-Sulfid-Erz - MVT,,
,40931,Mineral,,Mimetesit,,
,40931,Mineral,,Goethit,,
,40931,Mineral,,Cerussit,,
42146,,,Kassiterit,Kassiterit,Bolivien,Potosí (Potosi)
,42146,Ore,,Sn-Wolframit-Erz - Gang-Typ,,
,42146,Mineral,,Kassiterit,,
33493,,,Quarz,Quarz,Schweiz,Wallis
,33493,Rock,,Quarzit,,
,33493,Mineral,,Quarz,,
32540,,,Chlorit,Chlorit,Schweiz,Graubünden
,32540,Mineral,,Chlorit,,
,32540,Rock,,Kluftlehm,,
40603,,Rock,Granat-Hornblende-Garbenschiefer,,Schweiz,Tessin
,40603,Rock,,Granat-Hornblende-Garbenschiefer,,
,40603,Mineral,,undefiniert,,
,40603,Mineral,,Hornblende,,
,40603,Mineral,,Granat,,
40018,,Rock,Sand (s.l.),,Saudi-Arabien,
,40018,Mineral,,Quarz,,
,40018,Rock,,Sand (s.l.),,
,40018,Mineral,,Orthoklas,,
39153,,Ore,Reduktionshof,,Schweiz,Aargau
,39153,Mineral,,undefiniert,,
,39153,Ore,,Reduktionshof,,
,39153,Mineral,,Roscoelith,,
,39153,Mineral,,Silber,,
41070,,Ore,Zn-Sulfid-Erz - Karbonatverdrängung,Zn-Sulfid-Erz - Karbonatverdrängung,Vereinigte Staaten von Amerika (USA),Colorado
,41070,Mineral,,Pyrit,,
,41070,Mineral,,Sphalerit,,
,41070,Ore,,Zn-Sulfid-Erz - Karbonatverdrängung,,
43203,,Rock,"Asche-Tuff (pyrokl., verfestigt)",,Frankreich,Corse-du-Sud
,43203,Rock,,"Asche-Tuff (pyrokl., verfestigt)",,
,43203,Mineral,,Biotit,,
,43203,Mineral,,Sanidin,,
32973,,Ore,Co-Cu-Sulfarseniderz - metamorph,,Schweiz,Wallis
,32973,Ore,,Co-Cu-Sulfarseniderz - metamorph,,
,32973,Mineral,,Annabergit,,
,32973,Mineral,,Chloanthit Nickelin,,
,32973,Mineral,,Nickel-Skutterudit,,
42169,,,Chlorargyrit,Chlorargyrit,Chile,
,42169,Ore,,Polymetallisches Erz,,
,42169,Mineral,,Chlorargyrit,,
42066,,,Pyrargyrit,Pyrargyrit,Mexiko,México (Mexico)
,42066,Mineral,,Pyrargyrit,,
,42066,Rock,,Basalt s.l.,,
,42066,Ore,,Ag-Sulfid-Erz - Gang-Typ,,
41819,,,Granat,Granat,Rumänien,
,41819,Mineral,,Granat,,
,41819,Mineral,,Calcit,,
,41819,Mineral,,Diopsid,,
,41819,Rock,,Kalksilikatfels,,
36154,,Rock,Marmor s.l.,,Griechenland,Attiki
,36154,Rock,,Marmor s.l.,,
,36154,Mineral,,Calcit,,
39070,,Ore,Reduktionshof,,Schweiz,Aargau
,39070,Ore,,Reduktionshof,,
,39070,Mineral,,Roscoelith,,
31725,,,Hämatit,Hämatit,Schweiz,Wallis
,31725,Mineral,,Hämatit,,
,31725,Rock,,noch nicht angegeben,,
,31725,Mineral,,Eisenrose Rutil,,
,31725,Mineral,,Muskovit,,
40851,,,Galenit,Galenit,Spanien,Cantabria
,40851,Ore,,Pb-Sulfid-Erz - MVT,,
,40851,Mineral,,Galenit,,
38137,,,Talk,Talk,Schweiz,Uri
,38137,Mineral,,Dolomit,,
,38137,Rock,,Talkschiefer,,
,38137,Mineral,,Talk,,
,38137,Mineral,,Magnesit,,
,38137,Mineral,,undefiniert,,
,38137,Mineral,,Serpentin,,
32397,,Ore,Pb-Sulfid-Erz - Gang-Typ,,Schweiz,Wallis
,32397,Mineral,,Galenit,,
,32397,Ore,,Pb-Sulfid-Erz - Gang-Typ,,
42132,,,Sphalerit,Sphalerit,Bolivien,Potosí (Potosi)
,42132,Mineral,,Sphalerit,,
,42132,Ore,,Zn-Sulfid-Erz - Gang-Typ,,
34567,,,Quarz,Quarz,Schweiz,Uri
,34567,Mineral,,Titanit,,
,34567,Mineral,,Quarz,,
,34567,Mineral,,Chlorit,,
,34567,Rock,,Granit,,
,34567,Mineral,,Apatit,,
,34567,Mineral,,Hämatit,,
40830,,,Chalkopyrit,Chalkopyrit,Spanien,Galicia
,40830,Mineral,,Pyrrhotin,,
,40830,Ore,,Cu-Sulfid-Erz - metamorph,,
,40830,Mineral,,Chalkopyrit,,
42293,,,Magnetit,Magnetit,Schweden,Norrbottens län
,42293,Ore,,Fe-Erz magnetitisch - Kiruna-Typ,,
,42293,Mineral,,Magnetit,,
38525,,Rock,Schieferton,,Schweiz,Bern
,38525,Rock,,Schieferton,,
,38525,Mineral,,Pyrit,,
39912,,,Limonit,Limonit,Deutschland,Thüringen
,39912,Mineral,,Limonit,,
,39912,Mineral,,undef. Eisenhydroxid,,
,39912,Ore,,Fe-Erz limonitisch - Eiserner Hut,,
34450,,,Chlorit,Chlorit,Schweiz,Uri
,34450,Rock,,Granit,,
,34450,Mineral,,Chlorit,,
41670,,,Magnetit,Magnetit,Südafrika,Limpopo
,41670,Mineral,,Magnetit,,
,41670,Ore,,Fe-Erz magnetitisch - kontinental mafisch-magmatisch,,
,41670,Rock,,Gabbro,,
29835,,Ore,"Au-Erz, polymetallisch - Gang-Typ",,Schweiz,Tessin
,29835,Mineral,,Sphalerit,,
,29835,Ore,,"Au-Erz, polymetallisch - Gang-Typ",,
,29835,Mineral,,Arsenopyrit,,
,29835,Mineral,,Galenit,,
,29835,Mineral,,Pyrit,,
34589,,Rock,Granit,,Schweiz,Uri
,34589,Rock,,Granit,,
,34589,Mineral,,Ankerit,,
,34589,Mineral,,Quarz,,
,34589,Mineral,,Chlorit,,
6937,,,Sphalerit,Sphalerit,Schweiz,Wallis
,6937,Ore,,Pb-Zn-Sulfid-Erz - Gang-Typ,,
,6937,Mineral,,Sphalerit,,
39208,,Ore,Reduktionshof,,Schweiz,Aargau
,39208,Mineral,,Clausthalit,,
,39208,Mineral,,Uraninit,,
,39208,Ore,,Reduktionshof,,
,39208,Mineral,,Roscoelith,,
,39208,Mineral,,Covellin,,
34625,,Rock,Granit,,Schweiz,Uri
,34625,Mineral,,Chlorit,,
,34625,Mineral,,Calcit,,
,34625,Rock,,Granit,,
41367,,,Chalkopyrit,Chalkopyrit,Peru,Huancavelica / Wankawelika / Wankawillka
,41367,Mineral,,Tetraedrit,,
,41367,Mineral,,Pyrit,,
,41367,Mineral,,Chalkopyrit,,
,41367,Ore,,Cu-Sulfid-Erz - Gang-Typ,,
31475,,,Chlorit,Chlorit,Schweiz,
,31475,Mineral,,Chlorit,,
,31475,Rock,,Granit,,
28278,,Ore,Fe-Erz magnetitisch - metamorph,,Schweiz,Wallis
,28278,Mineral,,Magnetit,,
,28278,Mineral,,Malachit,,
,28278,Ore,,Fe-Erz magnetitisch - metamorph,,
40958,,,Sphalerit,Sphalerit,Italien,Sardegna
,40958,Mineral,,Sphalerit,,
,40958,Mineral,,Pyrit,,
,40958,Ore,,Zn-Sulfid-Erz - MVT,,
31103,,Ore,Au-U-Konglomerat - Witwatersrand-Typ,,Südafrika,
,31103,Mineral,,Quarz,,
,31103,Ore,,Au-U-Konglomerat - Witwatersrand-Typ,,
,31103,Mineral,,Pyrit,,
30282,,,Hämatit,Hämatit,Schweiz,St. Gallen
,30282,Mineral,,Hämatit,,
,30282,Ore,,Fe-Erz hämatitisch - SEDEX,,
32126,,Rock,Kalkstein,,Schweiz,Bern
,32126,Mineral,,Calcit,,
,32126,Rock,,Kalkstein,,
40548,,,Kupfer,Kupfer,Vereinigte Staaten von Amerika (USA),Michigan
,40548,Ore,,Cu-Metall-Erz - Michigan-Typ,,
,40548,Mineral,,Epidot,,
,40548,Rock,,Basalt s.l.,,
,40548,Mineral,,Kupfer,,
26513,,Rock,Granit,,Grönland (DK),
,26513,Rock,,Granit,,
,26513,Mineral,,Muskovit,,
,26513,Mineral,,Kaolinit,,
,26513,Mineral,,Siderit,,
,26513,Mineral,,Fluorit,,
37994,,Ore,Schwermineralkonzentrat,,Australien,Victoria
,37994,Mineral,,Ilmenit,,
,37994,Ore,,Schwermineralkonzentrat,,
32491,,Ore,Co-Cu-Sulfarseniderz - metamorph,,Schweiz,Wallis
,32491,Ore,,Co-Cu-Sulfarseniderz - metamorph,,
,32491,Mineral,,Fahlerz,,
,32491,Mineral,,Galenit,,
41340,,,Revoredoit,Revoredoit,Peru,
,41340,Mineral,,Revoredoit,,
,41340,Ore,,Pb-Sulfarseniderz - Gang-Typ,,
41472,,,Galenit,Galenit,Japan,Akita
,41472,Mineral,,Sphalerit,,
,41472,Mineral,,Bornit,,
,41472,Ore,,Black ore (Kuroko) - Kuroko-Typ,,
,41472,Mineral,,Baryt,,
,41472,Mineral,,Pyrit,,
,41472,Mineral,,Galenit,,
34357,,,Feldspat,Feldspat,Schweiz,Uri
,34357,Rock,,Granit,,
,34357,Mineral,,Feldspat,,
,34357,Mineral,,Quarz,,
32711,,Ore,Cu-Sulfid-Erz - Gang-Typ,,Schweiz,Wallis
,32711,Mineral,,Quarz,,
,32711,Mineral,,Fahlerz,,
,32711,Mineral,,Siderit,,
,32711,Mineral,,Chalkopyrit,,
,32711,Ore,,Cu-Sulfid-Erz - Gang-Typ,,
39262,,Ore,Reduktionshof,,Grönland (DK),
,39262,Mineral,,Roscoelith,,
,39262,Ore,,Reduktionshof,,
42381,,,Magnetit,Magnetit,Vereinigte Staaten von Amerika (USA),Utah
,42381,Ore,,Fe-Erz magnetitisch - Skarn-Typ,,
,42381,Mineral,,Apatit,,
,42381,Mineral,,Magnetit,,
42070,,Ore,"Au-Erz, polymetallisch - Gang-Typ","Au-Erz, polymetallisch - Gang-Typ",Mexiko,México (Mexico)
,42070,Ore,,"Au-Erz, polymetallisch - Gang-Typ",,
,42070,Mineral,,Silber,,
,42070,Mineral,,undefiniert,,
42125,,,Coelestin,Coelestin,Schweiz,Jura
,42125,Mineral,,Baryt,,
,42125,Mineral,,Coelestin,,
,42125,Rock,,Tonstein,,
2058,,,Limonit,Limonit,Schweiz,Bern
,2058,Ore,,Fe-Oolith - Allgemein,,
,2058,Mineral,,Limonit,,
