catalog_number,is_part_of,material_category,cataloged_name,authoritative_name,country_name,first_order_division
,2058,Mineral,,undef. Eisenhydroxid,,
38718,,Rock,SiO2-zementierte tektonische Brekzie,,Schweiz,Bern
,38718,Mineral,,Quarz,,
,38718,Rock,,SiO2-zementierte tektonische Brekzie,,
40939,,,Pyrit,Pyrit,Deutschland,Nordrhein-Westfalen
,40939,Mineral,,Pyrit,,
,40939,Ore,,"Pyrit, dispers - SEDEX",,
43137,,Ore,"Fe-Erz, pisolithisch","Fe-Erz, pisolithisch",Schweiz,Solothurn
,43137,Ore,,"Fe-Erz, pisolithisch",,
,43137,Mineral,,undef. Eisenhydroxid,,
,43137,Mineral,,Limonit,,
31764,,,Beryll,Beryll,Schweiz,Tessin
,31764,Mineral,,Limonit,,
,31764,Mineral,,allgemein,,
,31764,Mineral,,Beryll,,
,31764,Mineral,,Glimmer,,
,31764,Mineral,,undef. Eisenhydroxid Quarz,,
,31764,Rock,,Aplit,,
27824,,Ore,"Pb-Sulfid-Erz, Baryt-reich - SEDEX",,Grönland (DK),
,27824,Mineral,,Galenit,,
,27824,Mineral,,Baryt,,
,27824,Ore,,"Pb-Sulfid-Erz, Baryt-reich - SEDEX",,
36018,,,Pyrit,Pyrit,Schweiz,Uri
,36018,Mineral,,Pyrit,,
,36018,Rock,,Gneis s.l.,,
6040,,Ore,noch nicht angegeben,,Mexiko,México (Mexico)
,6040,Mineral,,Stephanit,,
,6040,Ore,,noch nicht angegeben,,
,6040,Mineral,,Pyrargyrit,,
39189,,Ore,Reduktionshof,,Deutschland,Bayern
,39189,Ore,,Reduktionshof,,
,39189,Mineral,,Arsen,,
,39189,Mineral,,Uraninit,,
35358,,,Laumontit,Laumontit,Schweiz,Uri
,35358,Mineral,,Laumontit,,
,35358,Mineral,,Limonit,,
,35358,Rock,,Granit,,
,35358,Mineral,,undef. Eisenhydroxid,,
32506,,Ore,Co-Cu-Sulfarseniderz - metamorph,,Schweiz,Wallis
,32506,Mineral,,Erythrin,,
,32506,Ore,,Co-Cu-Sulfarseniderz - metamorph,,
43369,,Ore,Ni-Cu-Sulfid-Erz,Ni-Cu-Sulfid-Erz,Kanada,Saskatchewan
,43369,Mineral,,Pentlandit,,
,43369,Ore,,Ni-Cu-Sulfid-Erz,,
,43369,Mineral,,Pyrrhotin,,
42918,,,Enstatit,Enstatit,Südafrika,Northern Cape / Noord-Kaap / Mntla-Koloni / Nyakatho-Kapa
,42918,Mineral,,Bronzit Olivin,,
,42918,Rock,,Olivin-Orthopyroxenit,,
,42918,Mineral,,Olivin allgemein,,
,42918,Mineral,,Enstatit,,
41665,,,Magnetit,Magnetit,Südafrika,Gauteng / Rhawuti
,41665,Mineral,,Magnetit,,
,41665,Ore,,Fe-Erz magnetitisch - kontinental mafisch-magmatisch,,
,41665,Rock,,Norit,,
,41665,Mineral,,Titanomagnetit,,
39237,,Ore,Reduktionshof,,Schweiz,Aargau
,39237,Ore,,Reduktionshof,,
,39237,Mineral,,Roscoelith,,
,39237,Mineral,,Rammelsbergit,,
2063,,,Goethit,Goethit,Schweiz,Aargau
,2063,Ore,,"Fe-Erz, pisolithisch",,
,2063,Mineral,,Goethit,,
39133,,Ore,Reduktionshof,,Schweiz,Aargau
,39133,Ore,,Reduktionshof,,
,39133,Mineral,,Rammelsbergit,,
,39133,Mineral,,Nickelin,,
32513,,Ore,Co-Cu-Sulfarseniderz - metamorph,,Schweiz,Wallis
,32513,Ore,,Co-Cu-Sulfarseniderz - metamorph,,
,32513,Mineral,,Azurit,,
,32513,Mineral,,Malachit,,
40145,,,Quarz,Quarz,Australien,New South Wales
,40145,Rock,,Basalt s.l.,,
,40145,Mineral,,Chalcedon/Chert,,
,40145,Mineral,,Quarz,,
48140,,Rock,Granat-Amphibolit,,Schweiz,Tessin
,48140,Rock,,Granat-Amphibolit,,
,48140,Mineral,,Hornblende,,
,48140,Mineral,,Chlorit,,
,48140,Mineral,,Ilmenit,,
,48140,Mineral,,Granat,,
40498,,,Epidot,Epidot,Vereinigte Staaten von Amerika (USA),Michigan
,40498,Mineral,,Epidot,,
,40498,Mineral,,Albit,,
,40498,Mineral,,Quarz,,
,40498,Rock,,Basalt s.l.,,
31311,,Rock,Phyllit,,Schweiz,Graubünden
,31311,Mineral,,Pyrit,,
,31311,Rock,,Phyllit,,
40883,,,Sphalerit,Sphalerit,Deutschland,Nordrhein-Westfalen
,40883,Mineral,,Sphalerit,,
,40883,Mineral,,Quarz,,
,40883,Ore,,Zn-Sulfid-Erz - Gang-Typ,,
,40883,Mineral,,Ankerit,,
,40883,Mineral,,Pyrit,,
32212,,Ore,"Pyriterz, massiv",,Schweiz,Bern
,32212,Ore,,"Pyriterz, massiv",,
,32212,Mineral,,Pyrit,,
32563,,Ore,Co-Cu-Sulfarseniderz - metamorph,,Schweiz,Wallis
,32563,Mineral,,Erythrin,,
,32563,Ore,,Co-Cu-Sulfarseniderz - metamorph,,
30221,,,Gibbsit,Gibbsit,Frankreich,Bouches-du-Rhône (Bouche-du-Rhone)
,30221,Mineral,,Calcit,,
,30221,Mineral,,Hämatit,,
,30221,Mineral,,Gibbsit,,
,30221,Ore,,Bauxit,,
40492,,,Kupfer,Kupfer,Vereinigte Staaten von Amerika (USA),Michigan
,40492,Mineral,,Kupfer,,
,40492,Mineral,,Epidot,,
,40492,Rock,,Basalt s.l.,,
,40492,Ore,,Cu-Metall-Erz - Michigan-Typ,,
,40492,Mineral,,Quarz,,
42736,,,Pyrit,Pyrit,Südafrika,Gauteng / Rhawuti
,42736,Ore,,Au-U-Konglomerat - Witwatersrand-Typ,,
,42736,Rock,,Konglomerat,,
,42736,Mineral,,Pyrit,,
35337,,Rock,Impaktbrekzie - Suevit,,Schweden,Gävleborgs län (Gavleborgs)
,35337,Rock,,Impaktbrekzie - Suevit,,
,35337,Mineral,,Heulandit,,
33330,,,Turmalin,Turmalin,Schweiz,Tessin
,33330,Mineral,,Vivianit,,
,33330,Mineral,,Apatit,,
,33330,Mineral,,Turmalin,,
,33330,Mineral,,allgemein Muskovit,,
,33330,Mineral,,Graftonit,,
,33330,Rock,,Granitpegmatit,,
34386,,,Calcit,Calcit,Schweiz,Uri
,34386,Mineral,,Apatit,,
,34386,Rock,,Granit,,
,34386,Mineral,,Muskovit,,
,34386,Mineral,,Chlorit,,
,34386,Mineral,,Calcit,,
43249,,,Kupfer,Kupfer,Peru,Lima
,43249,Mineral,,Kupfer,,
,43249,Mineral,,undef. Eisenhydroxid,,
,43249,Ore,,Cu-Oxiderz (inkl. Karbonate etc.) - Oxidationszone,,
,43249,Mineral,,Azurit,,
,43249,Mineral,,Cuprit,,
,43249,Mineral,,Malachit,,
,43249,Mineral,,Limonit,,
32816,,Rock,Granat-Hornblende-Garbenschiefer,,Schweiz,Tessin
,32816,Rock,,Granat-Hornblende-Garbenschiefer,,
,32816,Mineral,,Hornblende,,
,32816,Mineral,,Almandin,,
,32816,Mineral,,undefiniert,,
43247,,,Cuprit,Cuprit,Peru,Lima
,43247,Mineral,,Azurit,,
,43247,Mineral,,Malachit,,
,43247,Ore,,Cu-Oxiderz (inkl. Karbonate etc.) - Oxidationszone,,
,43247,Mineral,,Cuprit,,
42184,,Rock,Vulkanische Brekzie - Gangbrekzie,,Deutschland,Baden-Württemberg
,42184,Mineral,,Calcit,,
,42184,Rock,,Vulkanische Brekzie - Gangbrekzie,,
854,,,Bornit,Bornit,Schweiz,Wallis
,854,Mineral,,Bornit,,
,854,Ore,,Co-Cu-Sulfarseniderz - metamorph,,
,854,Mineral,,Chalkosin,,
,854,Mineral,,Malachit,,
,854,Mineral,,Quarz,,
39226,,Ore,Reduktionshof,,Vereinigte Staaten von Amerika (USA),Oklahoma
,39226,Ore,,Reduktionshof,,
,39226,Mineral,,Clausthalit,,
,39226,Mineral,,Kerogen,,
,39226,Mineral,,Coffinit,,
53550,,Rock,Chert,,Australien,Western Australia
,53550,Rock,,Chert,,
,53550,Mineral,,Quarz,,
42510,,,Chalkopyrit,Chalkopyrit,Deutschland,Niedersachsen
,42510,Mineral,,Chalkopyrit,,
,42510,Mineral,,Galenit,,
,42510,Mineral,,Calcit,,
,42510,Mineral,,Sphalerit,,
,42510,Ore,,Pb-Zn-Sulfid-Erz - Gang-Typ,,
41209,,,Famatinit,Famatinit,Peru,Junín / Junin / Hunin
,41209,Ore,,Cu-Sulfid-Erz - Gang-Typ,,
,41209,Mineral,,Pyrit,,
,41209,Mineral,,Famatinit,,
42116,,,Silber,Silber,Mexiko,México (Mexico)
,42116,Mineral,,Galenit,,
,42116,Mineral,,Silber,,
,42116,Mineral,,Pyrit,,
,42116,Mineral,,Sphalerit,,
,42116,Ore,,Ag-Sulfid-Erz - Gang-Typ,,
42875,,,Chromit,Chromit,Simbabwe / Zimbabwe,Midlands
,42875,Mineral,,Chromit,,
,42875,Ore,,Cr-Erz - kontinental mafisch-magmatisch,,
9894,,,Goethit,Goethit,Schweiz,Bern
,9894,Ore,,"Fe-Erz, pisolithisch",,
,9894,Mineral,,undef. Eisenhydroxid,,
,9894,Mineral,,Goethit,,
,9894,Mineral,,Limonit,,
43097,,Ore,noch nicht angegeben,noch nicht angegeben,Oesterreich,Salzburg
,43097,Mineral,,ohne Namen,,
,43097,Mineral,,(s. Objektbemerkung),,
,43097,Ore,,noch nicht angegeben,,
39390,,,Quarz,Quarz,Schweiz,Bern
,39390,Rock,,noch nicht angegeben,,
,39390,Mineral,,Chalcedon/Chert,,
,39390,Mineral,,Quarz,,
39177,,Ore,Reduktionshof,,Schweiz,Zürich
,39177,Mineral,,Pechblende Rammelsbergit,,
,39177,Ore,,Reduktionshof,,
,39177,Mineral,,Uraninit,,
,39177,Mineral,,Roscoelith,,
43229,,,Lepidolith,Lepidolith,Schweiz,Bern
,43229,Mineral,,Lepidolith,,
,43229,Rock,,Granitpegmatit - Lithium-Pegmatit,,
39673,,,Quarz,Quarz,Schweiz,Bern
,39673,Mineral,,undef. Eisenhydroxid,,
,39673,Mineral,,Quarz,,
,39673,Rock,,Chert,,
,39673,Mineral,,Chalcedon/Chert Limonit,,
40885,,,Sphalerit,Sphalerit,Deutschland,Nordrhein-Westfalen
,40885,Mineral,,Ankerit,,
,40885,Mineral,,Sphalerit,,
,40885,Mineral,,Quarz,,
,40885,Ore,,Zn-Sulfid-Erz - Gang-Typ,,
32409,,Ore,Fe-Erz magnetitisch - Skarn-Typ,,Schweiz,Wallis
,32409,Mineral,,undefiniert,,
,32409,Mineral,,Magnetit,,
,32409,Ore,,Fe-Erz magnetitisch - Skarn-Typ,,
,32409,Mineral,,Hornblende,,
41552,,,Sphalerit,Sphalerit,Iran,Fārs (Fars)
,41552,Mineral,,Sphalerit,,
,41552,Ore,,Pb-Zn-Sulfid-Erz - MVT,,
,41552,Mineral,,Galenit,,
29375,,,Pyrop,Pyrop,Vereinigte Staaten von Amerika (USA),Colorado
,29375,Mineral,,Phlogopit,,
,29375,Mineral,,Calcit,,
,29375,Mineral,,Pyrop,,
,29375,Rock,,Kimberlit phlogopitführend - allgemein,,
40321,,Ore,Fe-Oolith göthitisch,Fe-Oolith göthitisch,Frankreich,Haute-Marne
,40321,Mineral,,Goethit,,
,40321,Ore,,Fe-Oolith göthitisch,,
29413,,Rock,"Kimberlit ""basaltisch"" - tuffitisch",,Vereinigte Staaten von Amerika (USA),Michigan
,29413,Mineral,,Pyrop,,
,29413,Mineral,,Ilmenit,,
,29413,Rock,,"Kimberlit ""basaltisch"" - tuffitisch",,
40520,,,Arsenopyrit,Arsenopyrit,Schweden,Västerbottens län (Vasterbottens)
,40520,Mineral,,Pyrit,,
,40520,Ore,,"Pyrit, massiv - SEDEX",,
,40520,Mineral,,Arsenopyrit,,
40926,,,Malachit,Malachit,Deutschland,Bayern
,40926,Ore,,Cu-Sulfid-Erz - Gang-Typ,,
,40926,Mineral,,Malachit,,
1357,,,Hämatit,Hämatit,Schweiz,St. Gallen
,1357,Ore,,Fe-Erz hämatitisch - SEDEX,,
,1357,Mineral,,Hämatit,,
28277,,Ore,Fe-Erz hämatitisch - SEDEX,,Schweiz,St. Gallen
,28277,Mineral,,Pyrit,,
,28277,Ore,,Fe-Erz hämatitisch - SEDEX,,
,28277,Mineral,,Magnetit,,
,28277,Mineral,,Hämatit,,
48161,,Rock,Rodingit (Rhodingit),,Schweiz,Wallis
,48161,Mineral,,Aktinolith,,
,48161,Rock,,Rodingit (Rhodingit),,
,48161,Mineral,,Chlorit,,
,48161,Mineral,,Granat,,
6399,,,Chlorit,Chlorit,Schweiz,Uri
,6399,Rock,,noch nicht angegeben,,
,6399,Mineral,,Chlorit,,
32099,,Ore,Fe-Oolith - Allgemein,,Schweiz,Bern
,32099,Mineral,,Magnetit,,
,32099,Ore,,Fe-Oolith - Allgemein,,
42061,,Ore,Ag-Sulfid-Erz - Gang-Typ,Ag-Sulfid-Erz - Gang-Typ,Mexiko,Guerrero
,42061,Ore,,Ag-Sulfid-Erz - Gang-Typ,,
,42061,Mineral,,Polybasit,,
,42061,Mineral,,Pyrargyrit,,
32081,,Rock,Sand (s.l.),,Schweiz,Schaffhausen
,32081,Mineral,,Quarz,,
,32081,Rock,,Sand (s.l.),,
28145,,Ore,Cu-Ag-Pb-Zn-Sulfid-Erz - Gang-Typ,,Vereinigte Staaten von Amerika (USA),Colorado
,28145,Ore,,Cu-Ag-Pb-Zn-Sulfid-Erz - Gang-Typ,,
,28145,Mineral,,Bornit,,
,28145,Mineral,,Pyrit,,
,28145,Mineral,,Quarz,,
,28145,Mineral,,Rhodochrosit,,
,28145,Mineral,,Tetraedrit,,
,28145,Mineral,,Galenit,,
,28145,Mineral,,Sphalerit,,
40513,,,Stibnit,Stibnit,Südafrika,Limpopo
,40513,Mineral,,Stibnit,,
,40513,Ore,,Sb-Sulfid-Erz - Gang-Typ,,
,40513,Mineral,,Quarz,,
41292,,,Gratonit,Gratonit,Peru,
,41292,Ore,,Pb-Sulfarseniderz - Gang-Typ,,
,41292,Mineral,,Gratonit,,
,41292,Mineral,,Pyrit,,
35651,,,Quarz,Quarz,Schweiz,Uri
,35651,Mineral,,Orthoklas,,
,35651,Mineral,,Adular,,
,35651,Mineral,,Quarz,,
,35651,Rock,,Gneis s.l.,,
48143,,Rock,Eklogit,,Schweiz,Tessin
,48143,Mineral,,Omphacit,,
,48143,Mineral,,Zoisit,,
,48143,Mineral,,Kyanit,,
,48143,Mineral,,Granat,,
,48143,Rock,,Eklogit,,
,48143,Mineral,,Rutil,,
42327,,Rock,Metahyloklastit,,Schweiz,Graubünden
,42327,Mineral,,Pumpellyit,,
,42327,Mineral,,Chlorit,,
,42327,Rock,,Metahyloklastit,,
,42327,Mineral,,Quarz,,
,42327,Mineral,,Calcit,,
,42327,Mineral,,Epidot,,
,42327,Mineral,,Albit,,
35992,,,Laumontit,Laumontit,Schweiz,Uri
,35992,Mineral,,Laumontit,,
,35992,Rock,,Gneis s.l.,,
40129,,Rock,Calcit-Marmor,,Griechenland,
,40129,Rock,,Calcit-Marmor,,
,40129,Mineral,,Calcit,,
36494,,Rock,Kimberlit phlogopitführend - allgemein,,Oman,Janūb ash Sharqīyah (Janub ash Sharqiyah)
,36494,Mineral,,Ilmenit,,
,36494,Rock,,Kimberlit phlogopitführend - allgemein,,
,36494,Mineral,,Phlogopit,,
32122,,Rock,Hornfels,,Schweiz,Bern
,32122,Rock,,Hornfels,,
,32122,Mineral,,Quarz,,
9323,,Rock,Anhydrit,,Schweiz,Wallis
,9323,Mineral,,Anhydrit,,
,9323,Rock,,Anhydrit,,
41830,,Rock,Geyserit / Kieselsinter,,Ungarn,
,41830,Rock,,Geyserit / Kieselsinter,,
,41830,Mineral,,Calcit,,
,41830,Mineral,,Opal,,
39160,,Ore,Reduktionshof,,Schweiz,Zürich
,39160,Mineral,,undefiniert,,
,39160,Mineral,,Silber,,
,39160,Ore,,Reduktionshof,,
,39160,Mineral,,Wismut,,
,39160,Mineral,,Clausthalit,,
,39160,Mineral,,Roscoelith,,
35707,,Rock,Glimmerschiefer,,Schweiz,Graubünden
,35707,Mineral,,Sericit,,
,35707,Mineral,,Quarz,,
,35707,Rock,,Glimmerschiefer,,
,35707,Mineral,,Muskovit,,
42026,,,Goethit,Goethit,Schweiz,Luzern
,42026,Mineral,,Goethit,,
,42026,Rock,,Sandstein,,
41142,,Rock,Impaktbrekzie,,Vereinigte Staaten von Amerika (USA),Missouri
,41142,Rock,,Impaktbrekzie,,
,41142,Mineral,,Markasit,,
41868,,Rock,Pechstein,,Slowakei,Banskobystrický (Banskobystricky )
,41868,Mineral,,Biotit,,
,41868,Mineral,,Sanidin,,
,41868,Rock,,Pechstein,,
40544,,,Kupfer,Kupfer,Vereinigte Staaten von Amerika (USA),Michigan
,40544,Ore,,Cu-Metall-Erz - Michigan-Typ,,
,40544,Mineral,,Epidot,,
,40544,Mineral,,Kupfer,,
,40544,Rock,,Basalt s.l.,,
41378,,,Chalkopyrit,Chalkopyrit,Peru,
,41378,Mineral,,Quarz,,
,41378,Mineral,,Pyrit,,
,41378,Mineral,,Turmalin,,
,41378,Mineral,,allgemein,,
,41378,Ore,,Pb-Zn-Cu-Sulfid-Erz - Gang-Typ,,
,41378,Mineral,,Chalkopyrit,,
41629,,,Enstatit,Enstatit,Südafrika,Gauteng / Rhawuti
,41629,Mineral,,Bronzit,,
,41629,Mineral,,Enstatit,,
,41629,Rock,,Norit,,
32380,,Ore,Pb-Zn-Sulfid-Erz - Gang-Typ,,Schweiz,Wallis
,32380,Mineral,,Galenit,,
,32380,Ore,,Pb-Zn-Sulfid-Erz - Gang-Typ,,
42345,,Rock,Ophicarbonat,,Schweiz,Graubünden
,42345,Mineral,,Calcit,,
,42345,Rock,,Ophicarbonat,,
,42345,Mineral,,Magnetit,,
,42345,Mineral,,Serpentin,,
32224,,Ore,Cu-Sulfid-Erz - Redbed-Typ,,Schweiz,Glarus
,32224,Mineral,,Bornit,,
,32224,Ore,,Cu-Sulfid-Erz - Redbed-Typ,,
,32224,Mineral,,Chalkosin,,
39299,,,Calcit,Calcit,Schweiz,Bern
,39299,Rock,,Tonschiefer,,
,39299,Mineral,,Calcit,,
39210,,Ore,Reduktionshof,,Vereinigte Staaten von Amerika (USA),Colorado
,39210,Ore,,Reduktionshof,,
,39210,Mineral,,Roscoelith,,
39062,,Ore,Reduktionshof,,Schweiz,Aargau
,39062,Mineral,,Pechblende,,
,39062,Mineral,,Uraninit,,
,39062,Mineral,,Nickelin,,
,39062,Ore,,Reduktionshof,,
,39062,Mineral,,Rammelsbergit,,
,39062,Mineral,,Digenit,,
42452,,,Quarz,Quarz,Slowakei,Banskobystrický (Banskobystricky )
,42452,Mineral,,Quarz,,
,42452,Mineral,,Chalkopyrit,,
,42452,Mineral,,Eisenkiesel Galenit,,
,42452,Ore,,Ag-Sulfid-Erz - Gang-Typ,,
38127,,,Serpentin,Serpentin,_Land unbekannt,
,38127,Mineral,,Serpentin,,
,38127,Mineral,,undefiniert,,
,38127,Rock,,Serpentinit,,
32727,,Ore,Co-Cu-Sulfarseniderz - metamorph,,Schweiz,Wallis
,32727,Mineral,,Quarz,,
,32727,Mineral,,Chalkopyrit,,
,32727,Ore,,Co-Cu-Sulfarseniderz - metamorph,,
,32727,Mineral,,Fahlerz,,
,32727,Mineral,,Pyrit,,
,32727,Mineral,,Siderit,,
41627,,,Kassiterit,Kassiterit,Südafrika,Limpopo
,41627,Ore,,"Sn-Erz, oxidisch - Gang-Typ allgemein",,
,41627,Mineral,,Kassiterit,,
32412,,Ore,Fe-Erz magnetitisch - Skarn-Typ,,Schweiz,Wallis
,32412,Ore,,Fe-Erz magnetitisch - Skarn-Typ,,
,32412,Mineral,,Magnetit,,
48135,,Rock,Biotit-Granat-Gneis,,Schweiz,Tessin
,48135,Mineral,,Biotit,,
,48135,Mineral,,Chlorit,,
,48135,Rock,,Biotit-Granat-Gneis,,
,48135,Mineral,,Plagioklas,,
,48135,Mineral,,Granat,,
11537,,,Quarz,Quarz,Südafrika,
,11537,Mineral,,Quarz,,
,11537,Rock,,Kies mit Chertkomponenten,,
30274,,,Chalkopyrit,Chalkopyrit,Schweiz,Wallis
,30274,Mineral,,Idait,,
,30274,Ore,,Co-Cu-Sulfarseniderz - metamorph,,
,30274,Mineral,,Covellin,,
,30274,Mineral,,Bornit,,
,30274,Mineral,,Chalkopyrit,,
,30274,Mineral,,Galenit,,
,30274,Mineral,,Malachit,,
41176,,,Galenit,Galenit,Vereinigte Staaten von Amerika (USA),Missouri
,41176,Mineral,,Galenit,,
,41176,Rock,,Granit,,
,41176,Ore,,Pb-Sulfid-Erz - MVT,,
34404,,,Chlorit,Chlorit,Schweiz,Uri
,34404,Mineral,,Quarz,,
,34404,Mineral,,Chlorit,,
,34404,Mineral,,Titanit,,
,34404,Rock,,Granit,,
39063,,Ore,Reduktionshof,,Schweiz,Aargau
,39063,Mineral,,Roscoelith,,
,39063,Ore,,Reduktionshof,,
40564,,,Montmorillonit,Montmorillonit,Schweiz,Thurgau
,40564,Rock,,Bentonit,,
,40564,Mineral,,Montmorillonit,,
31084,,Ore,Au-Ag-Erz epithermal - Gang-Typ,,Vereinigte Staaten von Amerika (USA),Washington
,31084,Ore,,Au-Ag-Erz epithermal - Gang-Typ,,
,31084,Mineral,,Quarz,,
41052,,,Hämatit,Hämatit,Vereinigte Staaten von Amerika (USA),Missouri
,41052,Mineral,,Hämatit,,
,41052,Mineral,,Aktinolith,,
,41052,Ore,,Fe-Erz magnetitisch - Skarn-Typ,,
42599,,,Galenit,Galenit,Oesterreich,Salzburg
,42599,Mineral,,Galenit,,
,42599,Ore,,"Au-Erz, polymetallisch - Gang-Typ",,
40318,,Ore,Fe-Oolith göthitisch,,Deutschland,Niedersachsen
,40318,Mineral,,Goethit,,
,40318,Ore,,Fe-Oolith göthitisch,,
11500,,,Bornit,Bornit,Schweiz,Glarus
,11500,Ore,,Cu-Sulfid-Erz - Redbed-Typ,,
,11500,Mineral,,Bornit,,
39478,,Rock,Siltstein,,Kanada,Ontario
,39478,Mineral,,Siderit,,
,39478,Rock,,Siltstein,,
,39478,Mineral,,Pyrit,,
40774,,,Kupfer,Kupfer,Vereinigte Staaten von Amerika (USA),Michigan
,40774,Ore,,Cu-Metall-Erz - Michigan-Typ,,
,40774,Mineral,,Kupfer,,
,40774,Rock,,Konglomerat,,
29837,,,Sphalerit,Sphalerit,Schweiz,Bern
,29837,Mineral,,Sphalerit,,
,29837,Ore,,noch nicht angegeben,,
,29837,Mineral,,Quarz,,
,29837,Mineral,,Pyrit,,
19489,,,Molybdänit,Molybdänit,Schweiz,Bern
,19489,Ore,,Mo-Sulfid-Erz - Gang-Typ,,
,19489,Mineral,,Molybdänit,,
35757,,,Pyrit,Pyrit,Schweiz,Uri
,35757,Mineral,,Laumontit,,
,35757,Mineral,,Pyrit,,
,35757,Rock,,Gneis s.l.,,
,35757,Mineral,,Epidot,,
,35757,Mineral,,Chlorit,,
39106,,Ore,Reduktionshof,,Schweiz,Aargau
,39106,Ore,,Reduktionshof,,
,39106,Mineral,,Rammelsbergit,,
39238,,Ore,Reduktionshof,,Schweiz,Aargau
,39238,Ore,,Reduktionshof,,
,39238,Mineral,,Roscoelith,,
,39238,Mineral,,Rammelsbergit,,
,39238,Mineral,,Calcit,,
32225,,Ore,Cu-Sulfid-Erz - Redbed-Typ,,Schweiz,Glarus
,32225,Mineral,,Bornit,,
,32225,Ore,,Cu-Sulfid-Erz - Redbed-Typ,,
42227,,,Magnetit,Magnetit,Schweden,Uppsala län
,42227,Ore,,Fe-Erz magnetitisch - Skarn-Typ,,
,42227,Mineral,,Magnetit,,
39495,,Ore,Schwermineralkonzentrat,,Schweiz,Wallis
,39495,Mineral,,Almandin,,
,39495,Ore,,Schwermineralkonzentrat,,
,39495,Mineral,,Magnetit,,
,39495,Mineral,,Gold,,
,39495,Mineral,,Pyrit,,
42613,,,Piemontit,Piemontit,Italien,Valle d'Aosta / Val d'Aoste
,42613,Mineral,,Piemontit,,
,42613,Mineral,,Quarz,,
,42613,Ore,,"Mn-Erz, silikatisch - metamorph",,
30165,,,Jadeit,Jadeit,Schweiz,Bern
,30165,Mineral,,Jadeit,,
,30165,Rock,,Jadeitite,,
39473,,Rock,Tonschiefer,,Kanada,Ontario
,39473,Rock,,Tonschiefer,,
,39473,Mineral,,Chalkopyrit,,
,39473,Mineral,,Pyrit,,
,39473,Mineral,,Graphit,,
,39473,Mineral,,Sphalerit,,
,39473,Mineral,,Pyrrhotin,,
42581,,,Stibnit,Stibnit,Oesterreich,Kärnten
,42581,Rock,,Glimmerschiefer,,
,42581,Mineral,,Stibnit,,
,42581,Ore,,Sb-Sulfid-Erz - Gang-Typ,,
41336,,,Revoredoit,Revoredoit,Peru,
,41336,Ore,,Pb-Sulfarseniderz - Gang-Typ,,
,41336,Mineral,,Gratonit,,
,41336,Mineral,,Revoredoit,,
40912,,,Pyrit,Pyrit,Deutschland,Bayern
,40912,Mineral,,Pyrrhotin,,
,40912,Mineral,,Pyrit,,
,40912,Ore,,Sulfid-Erz polymetallisch - metamorph,,
,40912,Mineral,,Falkmanit,,
,40912,Mineral,,Sphalerit,,
40824,,,Goethit,Goethit,Spanien,Galicia
,40824,Mineral,,Goethit,,
,40824,Ore,,Fe-Erz limonitisch - Eiserner Hut,,
9101,,Rock,Kalkstein,,Oesterreich,Kärnten
,9101,Mineral,,Calcit,,
,9101,Rock,,Kalkstein,,
42131,,,Sphalerit,Sphalerit,Bolivien,Potosí (Potosi)
,42131,Ore,,Zn-Sulfid-Erz - Gang-Typ,,
,42131,Mineral,,Sphalerit,,
32064,,Ore,"Fe-Erz, pisolithisch",,Schweiz,Schaffhausen
,32064,Ore,,"Fe-Erz, pisolithisch",,
,32064,Mineral,,Goethit,,
,32064,Mineral,,Hämatit,,
40925,,,Malachit,Malachit,Deutschland,Bayern
,40925,Mineral,,Malachit,,
,40925,Ore,,Cu-Sulfid-Erz - Gang-Typ,,
31109,,Ore,Zn-Sulfid-Erz - metamorph,,Schweden,
,31109,Mineral,,Pyrit,,
,31109,Mineral,,Sphalerit,,
,31109,Ore,,Zn-Sulfid-Erz - metamorph,,
48163,,Rock,Rodingit (Rhodingit),,Schweiz,Wallis
,48163,Rock,,Rodingit (Rhodingit),,
,48163,Mineral,,Quarz,,
,48163,Mineral,,Muskovit,,
,48163,Mineral,,Piemontit,,
42441,,Ore,Ag-Sulfid-Erz - Gang-Typ,,Slowakei,Banskobystrický (Banskobystricky )
,42441,Rock,,Kluftletten,,
,42441,Ore,,Ag-Sulfid-Erz - Gang-Typ,,
36449,,Rock,Chlorit-Schiefer,,Schweiz,Uri
,36449,Rock,,Chlorit-Schiefer,,
,36449,Mineral,,Quarz,,
32431,,Ore,Pb-Sulfid-Erz - Ba-F-Formation,,Schweiz,Wallis
,32431,Ore,,Pb-Sulfid-Erz - Ba-F-Formation,,
,32431,Mineral,,Baryt,,
,32431,Mineral,,Galenit,,
42064,,,Pyrargyrit,Pyrargyrit,Mexiko,México (Mexico)
,42064,Ore,,Ag-Sulfid-Erz - Gang-Typ,,
,42064,Mineral,,Pyrargyrit,,
32093,,Ore,Fe-Oolith - Allgemein,,Schweiz,Bern
,32093,Mineral,,Magnetit,,
,32093,Ore,,Fe-Oolith - Allgemein,,
35723,,Rock,Anhydrit,,Schweiz,Bern
,35723,Mineral,,Anhydrit,,
,35723,Rock,,Anhydrit,,
36039,,Rock,Gneis s.l.,,Schweiz,Uri
,36039,Rock,,Gneis s.l.,,
,36039,Mineral,,Titanit,,
,36039,Mineral,,Pyrit,,
,36039,Mineral,,Chlorit,,
40955,,,Sphalerit,Sphalerit,Italien,Sardegna
,40955,Ore,,Zn-Sulfid-Erz - MVT,,
,40955,Mineral,,Pyrit,,
